org_url,project_id,project_name,pipeline_id,pipeline_name,run_count,avg_duration_seconds,total_duration_seconds
https://dev.azure.com/Supportability,649ae07d-9f92-4297-84f5-3cb2f8e40de2,AMCSSupport,474,Continuous,3,177,532
https://dev.azure.com/Supportability,649ae07d-9f92-4297-84f5-3cb2f8e40de2,AMCSSupport,470,BackendService,3,315,947
https://dev.azure.com/Supportability,649ae07d-9f92-4297-84f5-3cb2f8e40de2,AMCSSupport,472,Scheduled,3,239,718
https://dev.azure.com/Supportability,79e1fd10-fe87-4a9f-96e1-64b674fcda90,DynamicsFO,285,Scheduled,3,326,978
https://dev.azure.com/Supportability,79e1fd10-fe87-4a9f-96e1-64b674fcda90,DynamicsFO,286,Continuous,3,256,770
https://dev.azure.com/Supportability,79e1fd10-fe87-4a9f-96e1-64b674fcda90,DynamicsFO,284,BackendService,3,7102,21308
https://dev.azure.com/Supportability,7eb83b46-9e67-4256-972b-8ca9bd6ddeaf,AzureIaaSReadiness,170,BackendService,3,187,561
https://dev.azure.com/Supportability,7eb83b46-9e67-4256-972b-8ca9bd6ddeaf,AzureIaaSReadiness,171,Scheduled,3,177,533
https://dev.azure.com/Supportability,c2939df2-c13a-4f84-814b-6ee54e2b879a,WindowsSHA,237,BackendService,3,301,905
https://dev.azure.com/Supportability,c2939df2-c13a-4f84-814b-6ee54e2b879a,WindowsSHA,238,Scheduled,3,164,492
https://dev.azure.com/Supportability,c2939df2-c13a-4f84-814b-6ee54e2b879a,WindowsSHA,239,Continuous,3,150,452
https://dev.azure.com/Supportability,338dd800-8780-49bd-8ae7-7aaff6f25445,AzureResourceMover,228,BackendService,3,183,549
https://dev.azure.com/Supportability,338dd800-8780-49bd-8ae7-7aaff6f25445,AzureResourceMover,229,Scheduled,3,197,591
https://dev.azure.com/Supportability,338dd800-8780-49bd-8ae7-7aaff6f25445,AzureResourceMover,230,Continuous,3,167,503
https://dev.azure.com/Supportability,b0c51f50-d3cb-4b7b-8fb4-690009d3ee65,AzureAdaptiveCloud,628,AzureAdaptiveCloud.wiki Build,780,237,184997
https://dev.azure.com/Supportability,ce057cf1-e3f6-4f07-80ac-afc7c7fdd354,IntegrationGlobalPod,267,Continuous,3,213,640
https://dev.azure.com/Supportability,ce057cf1-e3f6-4f07-80ac-afc7c7fdd354,IntegrationGlobalPod,266,Scheduled,836,315,263445
https://dev.azure.com/Supportability,ce057cf1-e3f6-4f07-80ac-afc7c7fdd354,IntegrationGlobalPod,265,BackendService,844,5258,4438068
https://dev.azure.com/Supportability,b6b4cd2f-9fc3-4344-b5b9-440a68c03039,AzureAppService,25,BackendService,3,1524,4572
https://dev.azure.com/Supportability,b6b4cd2f-9fc3-4344-b5b9-440a68c03039,AzureAppService,566,SSV2,3217,795,2558057
https://dev.azure.com/Supportability,da3f10d7-d7ed-4971-9352-30935904926c,Movere,234,BackendService,3,231,694
https://dev.azure.com/Supportability,da3f10d7-d7ed-4971-9352-30935904926c,Movere,235,Scheduled,3,168,504
https://dev.azure.com/Supportability,da3f10d7-d7ed-4971-9352-30935904926c,Movere,236,Continuous,3,153,459
https://dev.azure.com/CEandS,58997d56-6eb7-4b9f-aaf5-ddb246c3b28a,CSO CTO,24,ExtractAndUpdateBranchFromPowerPlatform,29,167,4862
https://dev.azure.com/lanterncloudservices,01bcaa76-fc59-45a7-899c-6a3b2fe3d572,GHAzDO Demo,3,GHAzDO Demo,3,348,1044
https://dev.azure.com/lanterncloudservices,01bcaa76-fc59-45a7-899c-6a3b2fe3d572,GHAzDO Demo,4,CIVerify,1,355,355
